t,X
0.0,0.0
0.001000100010001,0.0726429330417525
0.002000200020002,0.045211711576849764
0.003000300030003,0.021545941028147608
0.004000400040004,-0.026460220450190225
0.005000500050005001,0.012268445518598396
0.006000600060006,-0.0906717625083321
0.0070007000700070005,-0.012550736491236086
0.008000800080008,-0.04658039326161276
0.009000900090009001,-0.03226595074307599
0.010001000100010001,-0.04338586701517562
0.011001100110011002,0.022044973605330462
0.012001200120012,-0.07010936476130289
0.013001300130013,-0.084458191102334
0.014001400140014001,-0.10154916579309949
0.015001500150015001,-0.050743905749825076
0.016001600160016,-0.09988179467552655
0.017001700170017002,-0.10749313674727536
0.018001800180018002,-0.1466446655523802
0.019001900190019003,-0.14461016474200733
0.020002000200020003,-0.11840126585347238
0.021002100210021003,-0.1675040505393785
0.022002200220022004,-0.11614294587569668
0.023002300230023004,-0.07570644014725078
0.024002400240024,-0.053158503705235643
0.025002500250025,-0.012817842391723878
0.026002600260026,-0.04338226397381639
0.027002700270027002,-0.04883469967044211
0.028002800280028002,-0.09063474629616763
0.029002900290029002,-0.10252443067798442
0.030003000300030003,-0.07870368873000218
0.031003100310031003,-0.10955699420580009
0.032003200320032,-0.12719079433884936
0.033003300330033,-0.15779490093950055
0.034003400340034004,-0.19543585142571013
0.035003500350035,-0.22525945513798135
0.036003600360036005,-0.22560057376465203
0.037003700370037,-0.27534261102113683
0.038003800380038005,-0.26458387970387437
0.039003900390039,-0.19009068587977418
0.040004000400040006,-0.15671537148674056
0.041004100410041,-0.16513780282688964
0.04200420042004201,-0.20466863907389102
0.043004300430043,-0.2378779051304097
0.04400440044004401,-0.16195115649067277
0.045004500450045004,-0.15951701346491529
0.04600460046004601,-0.18784480779346047
0.047004700470047005,-0.17911896295219154
0.048004800480048,-0.08501357888404354
0.049004900490049005,-0.0795548935880777
0.05000500050005,-0.051873176509888624
0.051005100510051006,-0.038397278528396896
0.052005200520052,-0.05411197328633597
0.05300530053005301,-0.10515282843921106
0.054005400540054004,-0.12067075710597251
0.05500550055005501,-0.12989212046754073
0.056005600560056004,-0.1035276416938482
0.05700570057005701,-0.06590363514378969
0.058005800580058005,-0.024197580552920095
0.05900590059005901,-0.01140152951674987
0.060006000600060005,0.028194588272620003
0.06100610061006101,-0.005571307878740439
0.062006200620062006,0.05046423066806611
0.063006300630063,0.07335268536022659
0.064006400640064,0.05994821581696021
0.06500650065006501,0.08173546327914419
0.066006600660066,0.0782740580660413
0.067006700670067,0.12880378872153203
0.06800680068006801,0.19664325923015757
0.06900690069006901,0.29418851955012515
0.07000700070007,0.23144111630095848
0.071007100710071,0.16662694246092818
0.07200720072007201,0.14389991628094012
0.07300730073007301,0.15091309168876324
0.074007400740074,0.18994564394484506
0.075007500750075,0.203871322263036
0.07600760076007601,0.11323186328546908
0.07700770077007701,0.09942477167777874
0.078007800780078,0.13635349859641888
0.07900790079007901,0.1465072944886142
0.08000800080008001,0.18043896316997632
0.081008100810081,0.17031570740304575
0.082008200820082,0.16116721791246144
0.08300830083008301,0.1693493297390834
0.08400840084008401,0.18751804755821277
0.085008500850085,0.19619876259310737
0.086008600860086,0.20132479226922773
0.08700870087008701,0.17113053823520455
0.08800880088008801,0.18784457353808498
0.089008900890089,0.19310474182539242
0.09000900090009001,0.24342369303523032
0.09100910091009101,0.296797506920189
0.09200920092009202,0.3047811561325574
0.093009300930093,0.2876931217897426
0.09400940094009401,0.2588405364606773
0.09500950095009501,0.277520939199711
0.096009600960096,0.2807021712647485
0.09700970097009701,0.2650438652356821
0.09800980098009801,0.26672853208018044
0.09900990099009901,0.2387345228845951
0.1000100010001,0.2697127299348691
0.10101010101010101,0.24944681989406603
0.10201020102010201,0.3039590224125188
0.10301030103010302,0.32169975817805074
0.104010401040104,0.3479236969787131
0.10501050105010501,0.29860982695279975
0.10601060106010601,0.30588622981611674
0.10701070107010702,0.338699034902846
0.10801080108010801,0.2957095483514431
0.10901090109010901,0.2835081852772409
0.11001100110011001,0.2846832439611975
0.11101110111011102,0.2229908873341544
0.11201120112011201,0.23686225293390165
0.11301130113011301,0.2744668452386753
0.11401140114011402,0.23575365696453646
0.115011501150115,0.2511947960582146
0.11601160116011601,0.1922565029967122
0.11701170117011701,0.19033373071085824
0.11801180118011802,0.117883860554518
0.11901190119011901,0.1679173012297029
0.12001200120012001,0.18603597190573276
0.12101210121012101,0.18474903219907998
0.12201220122012202,0.14989800168666
0.12301230123012301,0.20671220061654333
0.12401240124012401,0.2944769530157734
0.125012501250125,0.2110910010654629
0.126012601260126,0.26616284613304997
0.127012701270127,0.3386874378403106
0.128012801280128,0.35346509301708146
0.12901290129012902,0.2994787310531865
0.13001300130013002,0.3377892286838248
0.13101310131013102,0.3293604375760102
0.132013201320132,0.30202292560323274
0.133013301330133,0.24671103052506982
0.134013401340134,0.2710851047978514
0.135013501350135,0.30626942059753803
0.13601360136013602,0.2780780092244593
0.13701370137013702,0.30108081275871285
0.13801380138013802,0.24960322921267575
0.13901390139013903,0.2852139414989121
0.14001400140014,0.2870112804535114
0.141014101410141,0.27838061532242864
0.142014201420142,0.2735520209590023
0.14301430143014301,0.31213623917351674
0.14401440144014402,0.3453835316912482
0.14501450145014502,0.3687165572991896
0.14601460146014603,0.374506026064653
0.147014701470147,0.37761178668055867
0.148014801480148,0.40488898092933473
0.149014901490149,0.41488156472285553
0.15001500150015,0.4449913100358748
0.15101510151015102,0.4306774749948531
0.15201520152015202,0.321357542425315
0.15301530153015303,0.3674938334120258
0.15401540154015403,0.46493104269947244
0.155015501550155,0.4842045296301874
0.156015601560156,0.47924124690207215
0.157015701570157,0.4726600112046885
0.15801580158015802,0.46686308605607385
0.15901590159015902,0.46717479537815493
0.16001600160016002,0.41652941759265794
0.16101610161016103,0.3929877210011046
0.162016201620162,0.3480063380397644
0.163016301630163,0.3587849684538845
0.164016401640164,0.34515998785292823
0.16501650165016502,0.3669613515379231
0.16601660166016602,0.35878142736502044
0.16701670167016702,0.40253289650902185
