tm,ym
0.0,-2.8757397853577897
0.025002500250025,-0.257765655376352
0.05000500050005,0.4044664610663743
0.075007500750075,-0.5007389381808522
0.1000100010001,-1.391394155475142
0.125012501250125,-0.31108863055886843
0.15001500150015,0.7836997656699158
0.17501750175017503,1.8841213795572058
0.2000200020002,0.25743519411815574
0.22502250225022502,0.27254046523213227
0.25002500250025,1.8184602237980967
0.27502750275027504,-0.24361319871939413
0.3000300030003,0.4166205583265218
0.325032503250325,-0.05060591275749604
0.35003500350035005,-0.849429080387855
0.37503750375037503,2.78774843153205
0.4000400040004,-0.6222982424443004
0.42504250425042506,0.5340235446247505
0.45004500450045004,1.3875918515789603
0.475047504750475,-0.13599474262114808
0.5000500050005,2.121743850399829
0.525052505250525,1.917608112971804
0.5500550055005501,2.459630424356963
0.575057505750575,2.0760582692099305
0.6000600060006,3.149954475657425
0.6250625062506251,4.190186827476158
0.65006500650065,-2.6284314593677083
0.6750675067506751,3.0549800234475577
0.7000700070007001,4.0305469606613515
0.725072507250725,1.102524266776844
0.7500750075007501,2.830874924130344
0.7750775077507751,-0.028169805049493735
0.8000800080008,2.7067023632302036
0.8250825082508251,-1.0595925908552704
0.8500850085008501,-0.054093047789717796
0.875087508750875,1.876470342486321
0.9000900090009001,1.2612153982583243
0.9250925092509251,1.1364835525754289
0.95009500950095,-2.2222111351955025
0.9750975097509751,-1.3864420934597794
1.000100010001,-0.33217268494369623
1.0251025102510252,-1.2127195801648285
1.05010501050105,2.3825775935545117
1.075107510751075,-1.737821531251627
1.1001100110011002,1.5433083519443378
1.125112511251125,-1.2403777680006125
1.15011501150115,-0.46423157950876137
1.1751175117511752,-1.8885201505861082
1.2001200120012,-1.51186249476155
1.225122512251225,-0.5477386012934023
1.2501250125012502,4.003111018914721
1.2751275127512751,1.6356354182921344
1.3001300130013,-2.048148695362058
1.3251325132513252,-0.7247354652721072
1.3501350135013501,1.0906916851632633
1.375137513751375,1.1053941243333818
1.4001400140014002,2.2434042758665993
1.4251425142514251,3.4997783109794005
1.45014501450145,1.3779515250456518
1.4751475147514752,-0.23215470515387215
1.5001500150015001,-0.06980639065406535
1.525152515251525,2.4588802578947693
1.5501550155015502,3.796405752426379
1.5751575157515751,-0.14204230380573057
1.6001600160016,0.20656947698031924
1.6251625162516252,1.456486695869586
1.6501650165016502,1.5177151633291397
1.675167516751675,-0.8166671530175265
1.7001700170017002,3.496503292476104
1.7251725172517252,2.941698586677895
1.75017501750175,4.967245490145654
1.7751775177517752,-0.09908270693734345
1.8001800180018002,1.4837949465629119
1.825182518251825,-1.619533808399095
1.8501850185018502,1.8816198435459002
1.8751875187518752,0.39850189467727914
1.9001900190019,1.3447978845237474
1.9251925192519252,2.334503345569984
1.9501950195019502,1.280629112551569
1.975197519751975,3.0785759700200863
2.000200020002,2.089072160767801
2.025202520252025,-1.0357519184951403
2.0502050205020503,-0.48694342174818306
2.075207520752075,-0.330353476258631
2.1002100210021,0.1865862988086568
